model,task_id,lite_index,selected_attempt,run_ref,task_version,result_basis,raw_result,adopted_result,evaluation_status,raw_score,adopted_score,score_basis,steps,duration_s,termination_reason,device_count,device_types,device_instances,metadata_ref,summary_ref,result_ref,recorded_launch_commit,status,selection_stage,task_snapshot_available,materialized_snapshot_available,trajectory_available,evaluator_trace_available
Kimi K2.6,linux_android_smarthome_466,79,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/079_linux_android_smarthome_466/079_linux_android_smarthome_466,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/079_linux_android_smarthome_466/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/079_linux_android_smarthome_466/079_linux_android_smarthome_466/config/task.json,infrastructure_recovery: recovery_20260829/run_recovery_queue.sh explicitly enumerates this task,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,26,1843.639,time_limit,4,android+home+linux,linux_0:linux;android_0:android;android_1:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/079_linux_android_smarthome_466/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/079_linux_android_smarthome_466/079_linux_android_smarthome_466/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,infrastructure_recovery,true,true,true,true
Kimi K2.6,linux_android_smarthome_696,80,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/080_linux_android_smarthome_696/080_linux_android_smarthome_696,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/080_linux_android_smarthome_696/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/080_linux_android_smarthome_696/080_linux_android_smarthome_696/config/task.json,infrastructure_recovery: recovery_20260829/run_recovery_queue.sh explicitly enumerates this task,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,17,2007.133,time_limit,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/080_linux_android_smarthome_696/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/080_linux_android_smarthome_696/080_linux_android_smarthome_696/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,infrastructure_recovery,true,true,true,true
Kimi K2.6,linux_android_smarthome_897,81,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/081_linux_android_smarthome_897/081_linux_android_smarthome_897,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/081_linux_android_smarthome_897/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/081_linux_android_smarthome_897/081_linux_android_smarthome_897/config/task.json,infrastructure_recovery: recovery_20260829/run_recovery_queue.sh explicitly enumerates this task,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,22,1885.122,time_limit,4,android+home+linux,linux_0:linux;linux_1:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/081_linux_android_smarthome_897/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/081_linux_android_smarthome_897/081_linux_android_smarthome_897/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,infrastructure_recovery,true,true,true,true
Kimi K2.6,linux_android_smarthome_271,82,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/082_linux_android_smarthome_271,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/082_linux_android_smarthome_271/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.6666666666666666,0.6666666666666666,selected-attempt result.json; no new scoring or reinterpretation,29,1963.994,time_limit,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/082_linux_android_smarthome_271/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_288,83,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/083_linux_android_smarthome_288,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/083_linux_android_smarthome_288/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.6666666666666666,0.6666666666666666,selected-attempt result.json; no new scoring or reinterpretation,29,1089.448,done,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/083_linux_android_smarthome_288/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_475,84,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/084_linux_android_smarthome_475,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/084_linux_android_smarthome_475/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.6666666666666666,0.6666666666666666,selected-attempt result.json; no new scoring or reinterpretation,29,1831.751,time_limit,4,android+home+linux,linux_0:linux;android_0:android;android_1:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/084_linux_android_smarthome_475/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_792,85,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/085_linux_android_smarthome_792,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/085_linux_android_smarthome_792/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,50,1268.774,max_steps,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/085_linux_android_smarthome_792/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_104,86,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/086_linux_android_smarthome_104,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/086_linux_android_smarthome_104/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,20,1902.826,time_limit,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/086_linux_android_smarthome_104/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_029,87,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/087_linux_android_smarthome_029,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/087_linux_android_smarthome_029/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,28,1979.042,time_limit,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/087_linux_android_smarthome_029/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_113,88,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/088_linux_android_smarthome_113,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/088_linux_android_smarthome_113/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,21,1813.334,time_limit,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/088_linux_android_smarthome_113/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_025,89,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/089_linux_android_smarthome_025,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/089_linux_android_smarthome_025/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,43,1714.703,done,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/089_linux_android_smarthome_025/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_185,90,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/090_linux_android_smarthome_185/090_linux_android_smarthome_185,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/090_linux_android_smarthome_185/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/090_linux_android_smarthome_185/090_linux_android_smarthome_185/config/task.json,infrastructure_recovery: recovery_20260829/run_recovery_queue.sh explicitly enumerates this task,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.6666666666666666,0.6666666666666666,selected-attempt result.json; no new scoring or reinterpretation,16,1244.302,done,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/090_linux_android_smarthome_185/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/recovery_20260829/per_task/090_linux_android_smarthome_185/090_linux_android_smarthome_185/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,infrastructure_recovery,true,true,true,true
Kimi K2.6,linux_android_smarthome_002,91,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/091_linux_android_smarthome_002/091_linux_android_smarthome_002,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/091_linux_android_smarthome_002/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/091_linux_android_smarthome_002/091_linux_android_smarthome_002/config/task.json,post_repair_retry: post_repair_retry_20260830/run_retry_queue.sh; task 096 final resume retained by its summary,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,23,1811.917,time_limit,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/091_linux_android_smarthome_002/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/091_linux_android_smarthome_002/091_linux_android_smarthome_002/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,post_repair_retry,true,true,true,true
Kimi K2.6,linux_android_smarthome_077,92,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/092_linux_android_smarthome_077,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/092_linux_android_smarthome_077/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.6666666666666666,0.6666666666666666,selected-attempt result.json; no new scoring or reinterpretation,30,1855.966,time_limit,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/092_linux_android_smarthome_077/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_338,93,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/093_linux_android_smarthome_338,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/093_linux_android_smarthome_338/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.3333333333333333,0.3333333333333333,selected-attempt result.json; no new scoring or reinterpretation,28,1809.275,time_limit,4,android+home+linux,linux_0:linux;android_0:android;android_1:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/093_linux_android_smarthome_338/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_423,94,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/094_linux_android_smarthome_423/094_linux_android_smarthome_423,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/094_linux_android_smarthome_423/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/094_linux_android_smarthome_423/094_linux_android_smarthome_423/config/task.json,post_repair_retry: post_repair_retry_20260830/run_retry_queue.sh; task 096 final resume retained by its summary,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,24,1816.807,time_limit,4,android+home+linux,linux_0:linux;android_0:android;android_1:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/094_linux_android_smarthome_423/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/094_linux_android_smarthome_423/094_linux_android_smarthome_423/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,post_repair_retry,true,true,true,true
Kimi K2.6,linux_android_smarthome_005,95,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/095_linux_android_smarthome_005,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/095_linux_android_smarthome_005/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.75,0.75,selected-attempt result.json; no new scoring or reinterpretation,36,1853.407,time_limit,3,android+home+linux,linux_0:linux;android_0:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/095_linux_android_smarthome_005/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_422,96,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/096_linux_android_smarthome_422/096_linux_android_smarthome_422,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/096_linux_android_smarthome_422/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/096_linux_android_smarthome_422/096_linux_android_smarthome_422/config/task.json,post_repair_retry: post_repair_retry_20260830/run_retry_queue.sh; task 096 final resume retained by its summary,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,16,1816.899,time_limit,4,android+home+linux,linux_0:linux;android_0:android;android_1:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/096_linux_android_smarthome_422/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/096_linux_android_smarthome_422/096_linux_android_smarthome_422/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,post_repair_retry,true,true,true,true
Kimi K2.6,linux_android_smarthome_439,97,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/097_linux_android_smarthome_439,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/097_linux_android_smarthome_439/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.5,0.5,selected-attempt result.json; no new scoring or reinterpretation,22,1834.742,time_limit,4,android+home+linux,linux_0:linux;android_0:android;android_1:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/097_linux_android_smarthome_439/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_457,98,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/098_linux_android_smarthome_457,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/098_linux_android_smarthome_457/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,22,1833.663,time_limit,4,android+home+linux,linux_0:linux;android_0:android;android_1:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/098_linux_android_smarthome_457/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,linux_android_smarthome_609,99,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/099_linux_android_smarthome_609/099_linux_android_smarthome_609,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/099_linux_android_smarthome_609/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/099_linux_android_smarthome_609/099_linux_android_smarthome_609/config/task.json,post_repair_retry: post_repair_retry_20260830/run_retry_queue.sh; task 096 final resume retained by its summary,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,21,1811.682,time_limit,4,android+home+linux,linux_0:linux;android_0:android;android_1:android;home_0:home,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/099_linux_android_smarthome_609/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/099_linux_android_smarthome_609/099_linux_android_smarthome_609/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,post_repair_retry,true,true,true,true
