model,baseline_key,task_id,lite_index,selected_attempt,run_ref,task_version,result_basis,raw_result,adopted_result,evaluation_status,raw_score,adopted_score,score_basis,steps,duration,termination_reason,summary_termination_reason,recorded_run_status,returncode,device_count,device_types,device_instances,metadata_ref,materialized_task_ref,result_ref,evaluator_trace_ref,trajectory_ref,run_metadata_ref,time_limited,environment_actions,coordination_rounds,summary_ref,case_id,case_use,interpretation_note
Crab-MAE (GPT-5.5),crab,linux_only_249,178,178_linux_only_249,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/178_linux_only_249,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,4,330.11,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/178_linux_only_249/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/178_linux_only_249/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/178_linux_only_249/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/178_linux_only_249/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/178_linux_only_249/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,4,3,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_224,179,179_linux_only_224,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/179_linux_only_224,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,18,1287.438,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/179_linux_only_224/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/179_linux_only_224/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/179_linux_only_224/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/179_linux_only_224/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/179_linux_only_224/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,18,15,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_298,180,180_linux_only_298,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/180_linux_only_298,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,3,428.594,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/180_linux_only_298/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/180_linux_only_298/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/180_linux_only_298/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/180_linux_only_298/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/180_linux_only_298/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,3,5,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_218,181,181_linux_only_218,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/181_linux_only_218,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,7,477.578,done,done,completed,1,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/181_linux_only_218/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/181_linux_only_218/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/181_linux_only_218/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/181_linux_only_218/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/181_linux_only_218/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,7,5,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_259,182,182_linux_only_259,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/182_linux_only_259,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,6,368.25,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/182_linux_only_259/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/182_linux_only_259/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/182_linux_only_259/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/182_linux_only_259/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/182_linux_only_259/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,6,4,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_295,183,183_linux_only_295,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/183_linux_only_295,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,7,469.14,done,done,completed,1,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/183_linux_only_295/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/183_linux_only_295/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/183_linux_only_295/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/183_linux_only_295/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/183_linux_only_295/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,7,6,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_313,184,184_linux_only_313,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/184_linux_only_313,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,15,847.391,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/184_linux_only_313/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/184_linux_only_313/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/184_linux_only_313/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/184_linux_only_313/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/184_linux_only_313/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,15,16,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_275,185,185_linux_only_275,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/185_linux_only_275,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,5,496.75,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/185_linux_only_275/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/185_linux_only_275/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/185_linux_only_275/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/185_linux_only_275/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/185_linux_only_275/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,5,6,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_283,186,186_linux_only_283,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/186_linux_only_283,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.0,0.0,selected attempt recorded automatic score; no rescoring,4,343.516,done,done,completed,1,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/186_linux_only_283/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/186_linux_only_283/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/186_linux_only_283/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/186_linux_only_283/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/186_linux_only_283/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,4,3,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_300,187,187_linux_only_300,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/187_linux_only_300,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.3333333333333333,0.3333333333333333,selected attempt recorded automatic score; no rescoring,6,588.937,done,done,completed,1,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/187_linux_only_300/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/187_linux_only_300/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/187_linux_only_300/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/187_linux_only_300/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/187_linux_only_300/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,6,6,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_251,188,188_linux_only_251,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/188_linux_only_251,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,8,503.922,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/188_linux_only_251/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/188_linux_only_251/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/188_linux_only_251/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/188_linux_only_251/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/188_linux_only_251/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,8,6,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_327,189,189_linux_only_327,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/189_linux_only_327,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,23,1524.187,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/189_linux_only_327/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/189_linux_only_327/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/189_linux_only_327/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/189_linux_only_327/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/189_linux_only_327/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,23,23,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,linux_only_331,190,190_linux_only_331,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/190_linux_only_331,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,4,479.562,done,done,completed,0,2,linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/190_linux_only_331/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/190_linux_only_331/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/190_linux_only_331/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/190_linux_only_331/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/190_linux_only_331/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,4,5,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,sh2_implicit_intent_nursery_air_comfort_infeasible_0011,191,191_sh2_implicit_intent_nursery_air_comfort_infeasible_0011,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/191_sh2_implicit_intent_nursery_air_comfort_infeasible_0011,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.0,0.0,selected attempt recorded automatic score; no rescoring,43,1248.469,done,done,completed,1,1,home,"[{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/191_sh2_implicit_intent_nursery_air_comfort_infeasible_0011/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/191_sh2_implicit_intent_nursery_air_comfort_infeasible_0011/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/191_sh2_implicit_intent_nursery_air_comfort_infeasible_0011/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/191_sh2_implicit_intent_nursery_air_comfort_infeasible_0011/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/191_sh2_implicit_intent_nursery_air_comfort_infeasible_0011/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,43,35,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,sh3_explicit_control_plain_light_dimming_infeasible_0013,192,192_sh3_explicit_control_plain_light_dimming_infeasible_0013,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/192_sh3_explicit_control_plain_light_dimming_infeasible_0013,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.0,0.0,selected attempt recorded automatic score; no rescoring,2,35.922,done,done,completed,1,1,home,"[{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/192_sh3_explicit_control_plain_light_dimming_infeasible_0013/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/192_sh3_explicit_control_plain_light_dimming_infeasible_0013/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/192_sh3_explicit_control_plain_light_dimming_infeasible_0013/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/192_sh3_explicit_control_plain_light_dimming_infeasible_0013/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/192_sh3_explicit_control_plain_light_dimming_infeasible_0013/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,2,2,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,C1,body_candidate,Different appliance substituted within home_0.
Crab-MAE (GPT-5.5),crab,sh4_time_schedule_study_focus_sequence_feasible_0030,193,193_sh4_time_schedule_study_focus_sequence_feasible_0030,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/193_sh4_time_schedule_study_focus_sequence_feasible_0030,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.0,0.0,selected attempt recorded automatic score; no rescoring,8,255.328,done,done,completed,1,1,home,"[{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/193_sh4_time_schedule_study_focus_sequence_feasible_0030/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/193_sh4_time_schedule_study_focus_sequence_feasible_0030/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/193_sh4_time_schedule_study_focus_sequence_feasible_0030/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/193_sh4_time_schedule_study_focus_sequence_feasible_0030/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/193_sh4_time_schedule_study_focus_sequence_feasible_0030/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,8,10,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,X3,excluded_insufficient_evidence,Initial batch errors recovered; future light-power effect not independently verified.
Crab-MAE (GPT-5.5),crab,sh1_state_inquiry_bedroom_energy_query_infeasible_0012,194,194_sh1_state_inquiry_bedroom_energy_query_infeasible_0012,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/194_sh1_state_inquiry_bedroom_energy_query_infeasible_0012,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,2,106.859,done,done,completed,1,1,home,"[{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/194_sh1_state_inquiry_bedroom_energy_query_infeasible_0012/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/194_sh1_state_inquiry_bedroom_energy_query_infeasible_0012/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/194_sh1_state_inquiry_bedroom_energy_query_infeasible_0012/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/194_sh1_state_inquiry_bedroom_energy_query_infeasible_0012/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/194_sh1_state_inquiry_bedroom_energy_query_infeasible_0012/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,2,3,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,sh4_time_schedule_missing_balcony_light_infeasible_0014,195,195_sh4_time_schedule_missing_balcony_light_infeasible_0014,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/195_sh4_time_schedule_missing_balcony_light_infeasible_0014,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,4,67.109,done,done,completed,1,1,home,"[{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/195_sh4_time_schedule_missing_balcony_light_infeasible_0014/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/195_sh4_time_schedule_missing_balcony_light_infeasible_0014/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/195_sh4_time_schedule_missing_balcony_light_infeasible_0014/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/195_sh4_time_schedule_missing_balcony_light_infeasible_0014/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/195_sh4_time_schedule_missing_balcony_light_infeasible_0014/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,4,3,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Crab-MAE (GPT-5.5),crab,sh3_explicit_control_close_living_curtain_feasible_0001,196,196_sh3_explicit_control_close_living_curtain_feasible_0001,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/196_sh3_explicit_control_close_living_curtain_feasible_0001,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,2,33.828,done,done,completed,0,1,home,"[{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/196_sh3_explicit_control_close_living_curtain_feasible_0001/config/task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/196_sh3_explicit_control_close_living_curtain_feasible_0001/config/materialized_task.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/196_sh3_explicit_control_close_living_curtain_feasible_0001/result.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/196_sh3_explicit_control_close_living_curtain_feasible_0001/evaluator_trace.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/196_sh3_explicit_control_close_living_curtain_feasible_0001/trajectory.json,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/run_metadata.json,False,2,2,runs/core200-rerun-20260826/crab-mae-gpt55-core200/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
