model,lite_index,task_id,family,topology,selected_attempt,run_ref,task_version,result_basis,raw_result,adopted_result,evaluation_status,raw_score,adopted_score,score_basis,steps,duration,termination_reason,failure_class,device_count,device_types,device_ids,metadata_ref,result_index_ref
qwen3.7-plus,78,linux_android_smarthome_614,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/078_linux_android_smarthome_614,sha256:db6709107a36351bc03846387fccf8cb87ae40f9890e7a8c9867248a5f7d2c88,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,25,1816.321,time_limit,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/078_linux_android_smarthome_614/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,79,linux_android_smarthome_466,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/079_linux_android_smarthome_466,sha256:0359cd2f0df0e344c06d1af70a03f948857df71fe4cc1b01a54894d76363095f,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,34,1810.794,time_limit,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/079_linux_android_smarthome_466/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,80,linux_android_smarthome_696,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/080_linux_android_smarthome_696,sha256:dcf252a44ff9fc078282bb6e054d046ebad97ae8a92f7deecf02f33bef62980f,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,48,1831.321,time_limit,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/080_linux_android_smarthome_696/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,81,linux_android_smarthome_897,linux_android_smarthome,1A+2L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/081_linux_android_smarthome_897,sha256:e421ecf518aa8c4a2bdf5a0f6281f8e99c08b5fe6dd6cf8dd569ecc3e0414e0b,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,36,1825.18,time_limit,timeout,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/081_linux_android_smarthome_897/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,82,linux_android_smarthome_271,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/082_linux_android_smarthome_271,sha256:90c7433aa3273bfbbbc0746506898c7aad56166535c80af1f71d9080b81f206a,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,50,1648.922,max_steps,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/082_linux_android_smarthome_271/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,83,linux_android_smarthome_288,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/083_linux_android_smarthome_288,sha256:69686370543ce9563b42a844f99fca4f6f65f013a9f0f51b5e5cb46f928ed9f6,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,31,1120.85,done,model_behavior,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/083_linux_android_smarthome_288/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,84,linux_android_smarthome_475,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/084_linux_android_smarthome_475,sha256:7e6c3ac1e13f792829bdb4c1dd432e845bc25d11089c9e056a725c26ffe34301,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,50,1850.769,time_limit,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/084_linux_android_smarthome_475/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,85,linux_android_smarthome_792,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/085_linux_android_smarthome_792,sha256:7330c3c10d14d163b3d4fb4980a5f3db84a02a358bf9d1883fa1fc1c66b9ac5c,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,1469.605,max_steps,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/085_linux_android_smarthome_792/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,86,linux_android_smarthome_104,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/086_linux_android_smarthome_104,sha256:63636e27514248ca7bf8f47e9c4b056a8bfdc47b106a6b4d5bd5e0cfdfef83f5,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,29,1813.861,time_limit,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/086_linux_android_smarthome_104/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,87,linux_android_smarthome_029,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/087_linux_android_smarthome_029,sha256:0370bc0158cb50c0bb3a07ee266b0c9c353b58b2dde2a5dd19ff040a07dab310,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,1356.188,max_steps,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/087_linux_android_smarthome_029/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,88,linux_android_smarthome_113,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/088_linux_android_smarthome_113,sha256:86a3eaa8ce00d2737c6b4126ca513c3df1ee279c28e6494e5626c46eb67c0114,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,40,1837.482,time_limit,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/088_linux_android_smarthome_113/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,89,linux_android_smarthome_025,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/089_linux_android_smarthome_025,sha256:f5e1c567fbda8ff858dfab550ec4ec2e44b9d60d25a50c944963a40eb31ee000,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,39,1878.433,time_limit,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/089_linux_android_smarthome_025/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,90,linux_android_smarthome_185,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/090_linux_android_smarthome_185,sha256:bcbda76075e367524ff174470af69f53041600b2d6cc362eb0be0885c95f9f55,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,5,273.449,done,model_behavior,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/090_linux_android_smarthome_185/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,91,linux_android_smarthome_002,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/091_linux_android_smarthome_002,sha256:494d8d16a9aae2b1ffa86ba63a6fb8f179421bdd99d00cd77cebc65a7831a709,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,33,1845.744,time_limit,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/091_linux_android_smarthome_002/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,92,linux_android_smarthome_077,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/092_linux_android_smarthome_077,sha256:8bec191f0b69a853561609a81b25aa7eaa28b0259c329985a5ae329a7bff28ac,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,29,1874.71,time_limit,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/092_linux_android_smarthome_077/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,93,linux_android_smarthome_338,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/093_linux_android_smarthome_338,sha256:36994d76ea8a01b38b7825f604bc9a83a0671882fd873ada7ec571fb8c4818b8,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,37,1822.237,time_limit,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/093_linux_android_smarthome_338/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,94,linux_android_smarthome_423,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/094_linux_android_smarthome_423,sha256:869b8c487e965f5635f58866dbe83be32eba77fd1727b7c24fbaa065c78d6317,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,1802.533,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/094_linux_android_smarthome_423/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,95,linux_android_smarthome_005,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/095_linux_android_smarthome_005,sha256:88a444272e98cb44647627428c3cd0c757f8e06ef54ef64a4a83802e90f4a8b9,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.75,0.75,selected_attempt_evaluator_trace,29,1847.872,time_limit,timeout,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/095_linux_android_smarthome_005/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,96,linux_android_smarthome_422,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/096_linux_android_smarthome_422,sha256:657a444954a19c73db2b86e82ca12c9dc964639af868a04f17d481d7233cfcf5,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,1368.666,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/096_linux_android_smarthome_422/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,97,linux_android_smarthome_439,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/097_linux_android_smarthome_439,sha256:c4c8c201fbf476e5e1f31a6d4391c91cfe9f7bc1ccecada7388300173daf42c6,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,48,1841.514,time_limit,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/097_linux_android_smarthome_439/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,98,linux_android_smarthome_457,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/098_linux_android_smarthome_457,sha256:b0983f2430e3a98147386d27a27c5666ac7b5b263a5ba5b80ffd187fd38e99e0,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,1599.815,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/098_linux_android_smarthome_457/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,99,linux_android_smarthome_609,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/099_linux_android_smarthome_609,sha256:fb18c703a4b51d85ad3edbf8c9d0df02b53f73d4d2ba44b0e5e10c2420bb97df,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,1446.728,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/099_linux_android_smarthome_609/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,100,linux_android_smarthome_877,linux_android_smarthome,1A+2L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/100_linux_android_smarthome_877,sha256:7f01b1d673419d0f407e1f037f48e00ad64c8caa410c7901bc575f7650cb687f,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,1073.483,max_steps,timeout,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/100_linux_android_smarthome_877/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,101,linux_android_smarthome_472,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/101_linux_android_smarthome_472,sha256:41c89281281b00ca4cce82a29e5acb94f13f72cc7887a8605f8640b14840913a,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,977.34,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/101_linux_android_smarthome_472/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,102,linux_android_smarthome_909,linux_android_smarthome,1A+2L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/102_linux_android_smarthome_909,sha256:0c8da5f90a6c6cc0aed46ae98ae3d2d2e5df00be66f5ad76e9eee13cb88ad9e9,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.3333333333333333,0.3333333333333333,selected_attempt_evaluator_trace,50,871.041,max_steps,timeout,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/102_linux_android_smarthome_909/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,103,linux_android_smarthome_287,linux_android_smarthome,1A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/103_linux_android_smarthome_287,sha256:3d66b5fb56c4e1eb02c031e3552423a08d2d0bba9b0e1278d46039e076f3f1df,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,44,728.948,done,model_behavior,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/103_linux_android_smarthome_287/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,104,linux_android_smarthome_470,linux_android_smarthome,2A+1L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/104_linux_android_smarthome_470,sha256:651361d67253c4c2eb972f95b1630cbc6c0ccff7d69dc9e8e8da78c3af660863,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,966.153,max_steps,timeout,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/104_linux_android_smarthome_470/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,105,linux_android_smarthome_941,linux_android_smarthome,1A+2L+1H,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/105_linux_android_smarthome_941,sha256:a8ada48bdeece6aee4377b8ee1425408bc35650b79e5a075a0dbf74e07cc5f28,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,50,1046.55,max_steps,timeout,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/105_linux_android_smarthome_941/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,106,linux_smarthome_454,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/106_linux_smarthome_454,sha256:85baa80d326f4806bd87cfeae7861b771e432786dc451254338ce7fa02615d4d,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,8,217.381,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/106_linux_smarthome_454/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,107,linux_smarthome_350,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/107_linux_smarthome_350,sha256:29f5fd77384253f2606ac0132eeab914893feb0e98808cba43be198070a6c842,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,3,128.519,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/107_linux_smarthome_350/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,108,linux_smarthome_520,linux_smarthome,2linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/108_linux_smarthome_520,sha256:f75a130de7ffa4aeecb9d4e13db8795b4f203dcd8910d0431b991f076cbbbb02,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,7,294.632,done,model_behavior,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/108_linux_smarthome_520/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,109,linux_smarthome_098,linux_smarthome,linux_smarthome,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/109_linux_smarthome_098,sha256:f61c6eb87ff9f364b7b536275bb64dc86e59b66337ea7a3eee71c4fc9907ffeb,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,4,128.5,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/109_linux_smarthome_098/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
