model,task_id,selected_attempt,run_ref,task_version,main_result,main_score,main_result_basis,raw_result,raw_score,raw_result_basis,main_raw_difference,main_prior_approval_ref,supplementary_adjudicated_result,supplementary_adjudicated_score,supplementary_evaluation_status,supplementary_score_basis,steps,duration,termination_reason,device_count,device_types,environment_type_count,device_instances,metadata_ref,selected_run_status,main_binary_status,paired_task_config_status,paired_task_config_ref,supplementary_current_ruling,supplementary_approval_status,supplementary_adjudication_ref,supplementary_adjudication_type,supplementary_reviewer,supplementary_human_reviewed,supplementary_decision_refs,supplementary_ruleset_version,supplementary_pending_condition_count,supplementary_unresolved_condition_count,selection_reason,selection_source_summary,trajectory_path,evaluator_trace_path,history_path,step_limit_reached,wall_time_limit_reached,declared_complete,max_steps,max_duration_s,runtime_version_status,paired_comparison_status,paired_comparison_note
claude-opus-4-8,l2_mail_rule_foldering,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/026_l2_mail_rule_foldering,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/026_l2_mail_rule_foldering/result.json,unknown,PASS,1,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|l2_mail_rule_foldering :: existing_adopted_result / existing_adopted_score (pre-followup main table),PASS,1,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/026_l2_mail_rule_foldering/result.json,false,NA,PASS,1,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,7,339.9,done,2,linux,1,linux_0:linux;linux_1:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/026_l2_mail_rule_foldering/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: l2_mail_rule_foldering,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/026_l2_mail_rule_foldering/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/026_l2_mail_rule_foldering/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/026_l2_mail_rule_foldering/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,a2l2_training_media_deck_email,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/027_a2l2_training_media_deck_email,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/027_a2l2_training_media_deck_email/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|a2l2_training_media_deck_email :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/027_a2l2_training_media_deck_email/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,44,1826.754,time_limit,4,android+linux,2,android_0:android;android_1:android;linux_0:linux;linux_1:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/027_a2l2_training_media_deck_email/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: a2l2_training_media_deck_email,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/027_a2l2_training_media_deck_email/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/027_a2l2_training_media_deck_email/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/027_a2l2_training_media_deck_email/execution_history.jsonl,False,True,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,a2l_browser_dual_phone_code,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/028_a2l_browser_dual_phone_code,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/028_a2l_browser_dual_phone_code/result.json,unknown,PASS,1,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|a2l_browser_dual_phone_code :: existing_adopted_result / existing_adopted_score (pre-followup main table),PASS,1,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/028_a2l_browser_dual_phone_code/result.json,false,NA,PASS,1,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,8,375.731,done,3,android+linux,2,android_0:android;android_1:android;linux_0:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/028_a2l_browser_dual_phone_code/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: a2l_browser_dual_phone_code,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/028_a2l_browser_dual_phone_code/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/028_a2l_browser_dual_phone_code/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/028_a2l_browser_dual_phone_code/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,al_sms_web_download_statement,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/029_al_sms_web_download_statement,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/029_al_sms_web_download_statement/result.json,unknown,PASS,1,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|al_sms_web_download_statement :: existing_adopted_result / existing_adopted_score (pre-followup main table),PASS,1,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/029_al_sms_web_download_statement/result.json,false,NA,PASS,1,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,7,321.511,done,2,android+linux,2,android_0:android;linux_0:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/029_al_sms_web_download_statement/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: al_sms_web_download_statement,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/029_al_sms_web_download_statement/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/029_al_sms_web_download_statement/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/029_al_sms_web_download_statement/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,a2_gallery_album_to_tasks,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/030_a2_gallery_album_to_tasks,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/030_a2_gallery_album_to_tasks/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|a2_gallery_album_to_tasks :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/030_a2_gallery_album_to_tasks/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,1622.95,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/030_a2_gallery_album_to_tasks/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: a2_gallery_album_to_tasks,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/030_a2_gallery_album_to_tasks/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/030_a2_gallery_album_to_tasks/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/030_a2_gallery_album_to_tasks/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,linux_android_904,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/031_linux_android_904,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/031_linux_android_904/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|linux_android_904 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/031_linux_android_904/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,33,1854.015,time_limit,4,android+linux,2,android_0:android;android_1:android;linux_0:linux;linux_1:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/031_linux_android_904/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_904,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/031_linux_android_904/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/031_linux_android_904/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/031_linux_android_904/execution_history.jsonl,False,True,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,linux_android_1040,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/032_linux_android_1040,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/032_linux_android_1040/result.json,unknown,FAIL,0.3333333333333333,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|linux_android_1040 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.3333333333333333,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/032_linux_android_1040/result.json,false,NA,FAIL,0.3333333333333333,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,32,1847.677,time_limit,3,android+linux,2,android_0:android;android_1:android;linux_0:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/032_linux_android_1040/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1040,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/032_linux_android_1040/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/032_linux_android_1040/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/032_linux_android_1040/execution_history.jsonl,False,True,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,linux_android_1313,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/033_linux_android_1313,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/033_linux_android_1313/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|linux_android_1313 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/033_linux_android_1313/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,46,1836.609,time_limit,4,android+linux,2,linux_0:linux;linux_1:linux;android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/033_linux_android_1313/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1313,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/033_linux_android_1313/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/033_linux_android_1313/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/033_linux_android_1313/execution_history.jsonl,False,True,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,linux_android_1798,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/034_linux_android_1798,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/034_linux_android_1798/result.json,unknown,PASS,1,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|linux_android_1798 :: existing_adopted_result / existing_adopted_score (pre-followup main table),PASS,1,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/034_linux_android_1798/result.json,false,NA,PASS,1,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,4,322.524,done,3,android+linux,2,android_0:android;linux_0:linux;linux_1:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/034_linux_android_1798/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1798,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/034_linux_android_1798/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/034_linux_android_1798/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/034_linux_android_1798/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,linux_android_1368,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/035_linux_android_1368,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/035_linux_android_1368/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|linux_android_1368 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/035_linux_android_1368/result.json,false,NA,FAIL,0,approved_retain_fail_independent_requirement,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,34,1816.385,time_limit,3,android+linux,2,linux_0:linux;android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/035_linux_android_1368/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1368,retain_fail,approved_retain_fail,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/docs/plan1/DevicesWorld_scoring_adjudication_20260907.md,user_authorized_ai_material_review,ChatGPT,false,DW-T-CLAUDE-linux_android_1368,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/035_linux_android_1368/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/035_linux_android_1368/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_rerun_20260828_run_01/035_linux_android_1368/execution_history.jsonl,False,True,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
